WKT,osm:_timestamp,osm:_user,osm:accessibility,osm:addr:city,osm:addr:postcode,osm:addr:street,osm:amenity,osm:barrier,osm:barrier:gate,osm:barrier:security_fence,osm:building:blocks,osm:building:classrooms,osm:building:levels,osm:building:library,osm:building:material,osm:building:roof,osm:condition,osm:contact,osm:contact:,osm:contact:address,osm:contact:email,osm:contact:mobile,osm:contact:person,osm:contact:phone,osm:education:admission_fee,osm:education:board_of_management,osm:education:boarding,osm:education:bom,osm:education:bom_employed,osm:education:bom_how_many,osm:education:committees,osm:education:curriculum,osm:education:exam_affiliate,osm:education:exam_center,osm:education:exam_fee,osm:education:extra_agriculture_club,osm:education:extra_drama,osm:education:extra_music,osm:education:extra_nature_club,osm:education:extra_other,osm:education:extra_scouts,osm:education:extra_scouts/girl_guide,osm:education:extra_scouts:girl_guide,osm:education:extra_sports,osm:education:extra_woodwork,osm:education:fees,osm:education:fees_admission,osm:education:fees_exam,osm:education:fees_level,osm:education:fees_level1,osm:education:fees_level2,osm:education:fees_level3,osm:education:fees_level4,osm:education:fees_level5,osm:education:fees_level6,osm:education:fees_lunch,osm:education:fees_optional,osm:education:fees_other,osm:education:fees_per_term,osm:education:fees_per_year,osm:education:fees_sponsored,osm:education:fees_trip,osm:education:funding,osm:education:gender_type,osm:education:government_grants,osm:education:government_registered,osm:education:government_registered_which_ministry,osm:education:how_many,osm:education:lunch_fee,osm:education:management_committee,osm:education:mean,osm:education:mean_score,osm:education:nemis_code,osm:education:ntsa_approved_teachers,osm:education:num_classes,osm:education:operate_as,osm:education:operator,osm:education:other,osm:education:parents_teachers_association,osm:education:program_counselling,osm:education:program_feeding,osm:education:program_feeding_description,osm:education:program_feeding_description_1,osm:education:program_feeding_description_2,osm:education:program_orphans,osm:education:program_other,osm:education:program_sanitary_towel,osm:education:program_special_needs,osm:education:pta,osm:education:sanitary_towel,osm:education:sanitary_towel_distribution,osm:education:school_head,osm:education:special_needs,osm:education:sponsored_by,osm:education:sports,osm:education:student_female,osm:education:student_male,osm:education:students,osm:education:students_female,osm:education:students_male,osm:education:supported_by,osm:education:teachers,osm:education:teachers_female,osm:education:teachers_male,osm:education:teachers_trained,osm:education:teachers_tsc_registered,osm:education:teachers_under_going_training,osm:education:teachers_undergoing_training,osm:education:teachers_untrained,osm:education:trip_fee,osm:education:tsc_employ,osm:education:tsc_employed,osm:education:tsc_how_many,osm:education:type,osm:education:type_of_vocational_school,osm:education:which_ministry,osm:educations:sponsored_by,osm:electricity:operational_status,osm:government:registered,osm:government:registered_1,osm:government:registered_3,osm:id,osm:image,osm:image:classroom,osm:image:compound,osm:image:outside,osm:image:sign_post,osm:internet_access,osm:is_in:constituency,osm:is_in:estate,osm:is_in:village,osm:is_in:ward,osm:isced:level,osm:laboratory,osm:laboratory:equipment,osm:leisure,osm:level,osm:location,osm:name,osm:name:en,osm:operational_status:electricity,osm:operator,osm:operator:description,osm:operator:funding,osm:operator:name,osm:operator:type,osm:operator_type,osm:place:village,osm:playground,osm:playground:arranged_name,osm:polling_station:accessibility,osm:polling_station:election_year,osm:polling_station:nearest_health_centre,osm:polling_station:nearest_police_station,osm:polling_station:source,osm:polling_station:type,osm:polling_station:type_description,osm:registered_voters,osm:registration_date,osm:registration_year,osm:room:kitchen,osm:room:staff,osm:source,osm:start_date,osm:station:type_description,osm:toilet:arranged_name,osm:toilet:boys_toilet,osm:toilet:girls_toilet,osm:toilet:present,osm:toilet:teachers,osm:toilets,osm:toilets:female,osm:toilets:handwashing,osm:toilets:male,osm:toilets:teachers,osm:type,osm:waste:garbage_disposal,osm:water:hand_wash_facility,osm:water:source,osm:water:source_of_water,osm:water_source,osm:wikidata
"MULTIPOINT ((36.875082 -1.256116))",2021/10/16,mueschel,"small_cars,big_vehicles,foot",,,,school,,,,"4","8","2",,"concrete,cement_block",asbetos,,,,2190-00202,Arkschool@gmail.com,,,"0722340304",,,,,,,,"8_4_4,2_6_3_3_3",,yes,,,yes,yes,,,yes,,,yes,,yes,"1500","900",,,"4500","4500",,,,"0",,,,"4500",,"0",,mixed,no,apbet,,,,yes,,"259",yes,,"8",day_school,,,,yes,yes,sponsored,,,yes,,yes,yes,no,,,Bornface Kilonzo,,,,,,"291","144","147",foreign_donors,"11","6","5","10","8","0",,"0",,,,,primary,,,,always,,,,node/9165407002,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627545842720.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627545891841.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627545923320.jpg,,,,,,,,,,,,mathare,The Ark Community Education Centre,,,,The Ark Community School,,,private_for_profit,,,no,,,,,,,,,,,,,,,,,,,,,"1",yes,"2",yes,"2",,,,,tap,,,
"MULTIPOINT ((36.877317 -1.25347))",2021/10/11,muindre,"small_cars,big_vehicles,foot",,,,school,,,,"1","3","0",,"concrete,cement_block",ironsheet,,,,77599-00611,valleybridgeprimary@gmail.com,,,"0722485808",,,,,yes,"2",,2_6_3_3_3,,,,,yes,yes,,"Health,Bible, Environment and debate Clubs, Life Skills",yes,,,yes,,free_primary_education,,,,,,,,,,"500",,,,,,,,mixed,yes,moe,,,,yes,,,yes,,"3",day_school,,,,yes,yes,school_fees,,,,,no,yes,yes,,,Thuru J. Wanjiku,,,,,,"200","0","0",foreign_donors,"5","5",,"5","5",,,,,,no,,pre_primary,,,,sometimes,,,,node/9165410549,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627893896000.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627893429697.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627893624694.jpg,,,,,,,,,,,,mathare,Valley Bridge Primary School,,,,nairobi_metropolitan_services,,,government,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"3",,,,,water_tank,,,
"MULTIPOINT ((36.875149 -1.256081))",2021/10/11,muindre,"small_cars,big_vehicles,foot",,,,school,,,,"1","1","1",,"concrete,cement_block",asbetos,,,,2190-00202,arkschool@gmail.com,,,"0722340304",,,,,,,,"8_4_4,2_6_3_3_3",,yes,,,yes,yes,,,yes,,,yes,,yes,"1500","900",,"4500",,,,,,"0",,,,"4500",,"0",,mixed,no,apbet,,,,yes,,"0",yes,,"4",day_school,,,,yes,yes,sponsored,,,yes,,no,yes,no,,,Bornface Kilonzo,,,,,,"61","39","22",foreign_donors,"4","4","0","4","2","0",,"0",,,,,pre_primary,,,,always,,,,node/9165411582,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627545951893.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627546007570.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627546041941.jpg,,,,,,,,,,,,mathare,The Ark Community Education Centre,,,,The Ark,,,private_for_profit,,,no,,,,,,,,,,,,,,,,,,,,yes,"1",,"2",yes,"1",,,,,tap,,,
"MULTIPOINT ((36.876272 -1.25687))",2021/10/11,muindre,"small_cars,big_vehicles,foot",,,,school,,,,"1","1","0",,"concrete,cement_block",iron_sheet,,,,,mwangimargret183@gmail.com,,,"712621337",,,,,,,,"8_4_4,2_6_3_3_3",no,no,,,yes,yes,,,yes,,,yes,,yes,"300","300",,"6300",,,,,,"600",,,,"6300",,"0",,mixed,no,,,,,no,,"0",no,,,day_school,,,,yes,yes,school_fees,,,no,,no,yes,yes,,,Margret Mwangi,,,,,,"43","17","26",other,"3","3","0","3","1","0",,"0",,,,,pre_primary,,,,always,,,,node/9165452405,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627548974598.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627548986747.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627549075940.jpg,,,,,,,,,,,,mathare,Makezi Junior School,,,,Junior CBO,,,individual,,,no,,,,,,,,,,,,,,,,,,,,yes,"1",,,yes,"1",,,,,tap,,,
"MULTIPOINT ((36.876278 -1.256842))",2021/10/11,muindre,"small_cars,foot,big_vehicles",,,,school,,,,"1","1","0",,cement_block,iron_sheet,,,,,Mwangimargaret183@gmail.com,,,"0712621337",,,,,,,,2_6_3_3_3,,no,,,yes,no,,,no,,,no,,yes,"300","300",,,"6300","6300",,,,"600",,,,"6300",,"0",,mixed,no,,,,,no,,,no,,"1",day_school,,,,yes,yes,school_fees,,,no,,no,yes,yes,,,Margaret Mwangi,,,,,,"17","10","7",,"1","0","1","1","1","0",,"0",,,,,primary,,,,always,,,,node/9165513244,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627548731414.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627548785818.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627548805991.jpg,,,,,,,,,,,,mathare,Makezi Juniour School,,,,Makezi junior cbo,,,individual,,,outside_public_arranged,Community ground,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,tap,,,
"MULTIPOINT ((36.868799 -1.258036))",2021/10/12,Peter Agenga,foot,,,,school,,,,"1","4","1",,concrete,iron_sheet,,,,,madrinewawira10@gmail.com,,,"0726546654",,,,,no,"0",,2_6_3_3_3,none,no,,,yes,yes,,none,yes,,,yes,,yes,"500","600",,"10500",,,,,,"40",,,,"12600",,,,mixed,no,apbet,,,,yes,,"0",yes,,"4",day_school,,,,yes,yes,school_fees,,,no,none,no,no,yes,,,Madrine Gichovi,,,,,,"110","51","59",cbo,"3","3","0","3","3",,"0","0",,,no,"0",pre_primary,,,,always,,,,node/9166883307,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627462098944.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627462147611.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627462035266.jpg,,,,,,,,,,,,mathare,Precious Angels Junior School,,,,Precious angels junior school,,,cbo,,,no,,,,,,,,,,,,,,,,,,,,yes,"1",,"2",yes,"2",,,,,,,tap,
"MULTIPOINT ((36.878069 -1.256251))",2021/10/12,muindre,"small_cars,big_vehicles,foot",,,,school,,,,"2","8","1",,concrete,iron_sheet,,,,71658-00610,,,,"0711708178",,,,,,,,"8_4_4,2_6_3_3_3",,yes,,,no,yes,,,yes,,,yes,,yes,"1000",,,,,,,,,,,,,,,,,mixed,no,moe,,,,yes,,"319.84",yes,,"8",day_school,,,,yes,yes,school_fees,,,no,,no,no,yes,,,Cleveenson Peter,,,,,,"164","53","101",,"10","6","4","10","9",,,,,,,,primary,,,,always,,,,node/9166909017,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627890374209.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627890320340.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627890411431.jpg,,,,,,,,,,playground,,mathare,Kenya Muslim Academy,,,,Abdikadir Aden,,,individual,,,,,,,,,,,,,,,,,,,,,,,yes,"2",,"8",yes,"12",,,,,,,water_tank,
"MULTIPOINT ((36.867957 -1.257645))",2021/10/12,Peter Agenga,"small_cars,big_vehicles,foot",,,,school,,,,"1","3","1",,iron_sheet,iron_sheet,,,,"PO Box 25367-00100, Nairobi",furahacommunitycentreprimaryschool@gmail.com,,,020-2337431,,,,,no,"0",,2_6_3_3_3,none,no,,,yes,yes,,Journalism,yes,,,yes,,yes,"0","0",,"5500",,,,,,"0",,,,"5500",,"0",,mixed,no,in_the_process,,,,yes,,,yes,,"3",day_school,,,,yes,yes,sponsored,,,yes,none,no,no,no,,,Patrick Oduor,,,,,,"94","48","46",other,"4","4","0","4","2",,"0","0",,,no,"0",pre_primary,,,,always,,,,node/9166912052,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626427825305.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626427841835.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626427983245.jpg,,,,,,,,,,playground,,mathare,Furaha Community Centre Primary School,,,,Wigu,,,ngo,,,,,,,,,,,,,,,,,,,,,,,yes,"2",,"2",yes,"3",,,,,,,tap,
"MULTIPOINT ((36.873643 -1.258475))",2021/10/12,Peter Agenga,"small_cars,big_vehicles,foot",,,,school,,,,"1","3","1",,concrete,iron_sheet,,,,"PO Box 3124-00200, Nairobi",newhopecentre17@gmail.com,,,"0710438278",,,,,no,"0",,2_6_3_3_3,none,no,,,no,no,,none,no,,,yes,,yes,"500","150",,"3000",,,,,,"500",,co_curricular activities 100,,"9000",,"0",,mixed,no,moe,,,,yes,,"0",no,,"3",day_school,,,,no,yes,school_fees,,,no,none,no,yes,yes,,,Purity Villisha,,,,,,"68","32","36",foreign_donors,"3","3","0","3","3",,"0","0",,,no,"0",pre_primary,,,,sometimes,,,,node/9166912297,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627460147486.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627460169307.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627460219296.jpg,,,,,,,,,,playground,,mathare,New Hope Education Centre,,,,Tent methodist church,,,religious,,,,,,,,,,,,,,,,,,,,,,,yes,"2",,"2",yes,"2",,,,,,,tap,
"MULTIPOINT ((36.87813 -1.25644))",2021/10/12,muindre,"big_vehicles,small_cars,foot",,,,school,,,,"1","3","1",,concrete,concrete,,,,71658-00610,,,,"711708178",,,,,,,,2_6_3_3_3,,yes,,,yes,yes,,,yes,,,yes,,yes,"1000",,,"21000",,,,,,,,,,"27000",,,,mixed,no,moe,,,,yes,,,yes,,"3",day_and_boarding,,,,yes,yes,school_fees,,,no,,no,no,yes,,,Cleveenson peter,,,,,,"59","28","31",,"3","3","0","3","1","0",,"0",,,,,pre_primary,,,,always,,,,node/9166914517,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627890370736.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627890743290.jpg,,,,,,,,,,,playground,,mathare,Kenya Muslim Academy,,,,kenya Muslim Academy,,,private_for_profit,,,,,,,,,,,,,,,,,,,,,,,yes,"2",,"8",yes,"12",,,,,,,tap,
"MULTIPOINT ((36.86857 -1.257909))",2021/10/12,Peter Agenga,foot,,,,school,,,,"2","11","0",,concrete,iron_sheet,,,,,madrinewawira@gmail.com,,,"0726546654",,,,,no,"0",,"8_4_4,2_6_3_3_3",Ngei_PAG,no,,,yes,yes,,none,yes,,,yes,,yes,"500","600",,,,,,,,"40",,,,"10500",,,,mixed,no,apbet,,,,yes,,"304",yes,,"8",day_school,,,,yes,yes,school_fees,,,no,none,no,no,yes,,,Madrine Gichovi,,,,,,"117","61","56",,"8","6","2","5","2",,"0","3",,,no,"0",primary,,,,always,,,,node/9166917164,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627462058508.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627462088260.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627462120197.jpg,,,,,,,,,,,,mathare,Precious Angels Junior School,,,,Precious Angels Junior school,,,cbo,,,outside_public_arranged,Huruma grounds,,,,,,,,,,,,,,,,,,,yes,"1",,"2",yes,"2",,,,,,,tap,
"MULTIPOINT ((36.878529 -1.257325))",2021/10/12,muindre,"foot,big_vehicles,small_cars",,,,school,,,,"2","12","2",,"cement_block,concrete",concrete,,,,58099-00200,kariobangiadventist@yahoo.com,,,"202369697",,,,,,,,"8_4_4,2_6_3_3_3",,yes,,,no,no,,Volley ball and football clubs,no,,,yes,,yes,"1000","0",,,"18000","20000",,,,"0",,,,"20000",,"1500",,mixed,no,moe,,,,yes,,"307",yes,,"8",day_school,,,,yes,yes,school_fees,,,yes,,no,yes,yes,,,Douglas Osogo,,,,,,"460","233","227",other,"11","8","11","11","11",,,,,,,,primary,,,,always,,,,node/9166926918,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627640206542.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627640083439.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627640327352.jpg,,,,,,,,,,,,mathare,Kariobangi Adventist Education Centre,,,,Kariobangi SDA church,,,religious,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,"8",yes,"6",,,,,tap,,,
"MULTIPOINT ((36.878149 -1.257487))",2021/10/16,mueschel,"foot,big_vehicles,small_cars",,,,school,,,,"2","3","2",,"concrete,cement_block",concrete,,,,58099-00200,kariobangiadventist@yahoo.com,,,"202369697",,,,,,,,2_6_3_3_3,,,,,no,no,,,no,,,yes,,yes,"1000",,,"18000",,,,,,,,,,"18000",,"1500",,mixed,no,moe,,,,yes,,,yes,,"3",day_school,,,,yes,yes,school_fees,,,yes,,yes,yes,yes,,,Douglas Osogo,,,,,,"118","46","72",,"3","3","0","3","3","0",,"0",,,,,pre_primary,,,,always,,,,node/9166926919,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627640144899.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627640349923.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627640288567.jpg,,,,,,,,,,playground,,mathare,Kariobangi Adventist Education Centre,,,,Kariobangi SDA Church,,,religious,,,,,,,,,,,,,,,,,,,,,,,,"14",yes,"8",yes,"6",,,,,,,tap,
"MULTIPOINT ((36.869541 -1.25638))",2021/11/05,muindre,"small_cars,foot",,,,school,,,,"1","3","1",,concrete,iron_sheet,,,,"PO Box 54048-00200, Nairobi",slittlebees@yahoo.com,,,"0722761983",,,,,no,"0",,2_6_3_3_3,none,yes,,,yes,yes,,none,no,,,yes,,yes,"200","50",,"2400",,,,,,"0",,,,"7200",,"500",,mixed,no,mgcsd,,,,yes,,"0",no,,"3",day_school,,,,yes,no,,,,yes,none,no,yes,yes,,,Rebecca Barasa,,,,,,"46","25","21",local_ngos,"3","3","2","2","2",,"1","0",,,no,"0",pre_primary,,,,always,,,,node/9166932882,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627457725606.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627457737733.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627457770536.jpg,,,,,,,,,,,,mathare,Little Bees Children Self Help Group,,,,individual,,,individual,,,outside_public_arranged,Mathare north primary school,,,,,,,,,,,,,,,,,,,yes,"2",,"3",yes,"2",,,,,,,tap,
"MULTIPOINT ((36.872308 -1.256649))",2021/10/16,mueschel,"small_cars,big_vehicles,foot",,,,school,,,,"1","4","6",,"cement_block,concrete",concrete,,,,71484-00622,robert.kiio@mohiafrica.org,,,"0719141733",,,,,no,"0",,2_6_3_3_3,none,yes,,,no,no,,none,no,,,no,,sponsored,,,,,,,,,,,,Commitment fee and fee for the trip it depend on where they are going,,,,,,mixed,no,apbet,,,,no,,"0",yes,,"4",day_school,,,,no,yes,sponsored,,,yes,none,no,no,no,,,Robert Kiio,,,,,,"121","74","67",other,"4","4","0","4","4",,"0","0",,,no,"0",pre_primary,,,,always,,,,node/9166949156,,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627464306809.jpg,,,,,,,,,,,,mathare,Missions Of Hope Madoya Centre,,,,Missions Of Hope International,,,religious,,,outside_public_arranged,Huruma Sports ground and sunflower academy in Kariobangi,,,,,,,,,,,,,,,,,,,,"5",yes,"15",yes,"10",,,,,,,water_tank,
"MULTIPOINT ((36.878347 -1.258639))",2021/10/12,muindre,"small_cars,big_vehicles,foot",,,,school,,,,"1","2","0",,concrete,iron_sheet,,,,,,,,"0711798604",,,,,,,,2_6_3_3_3,,no,,,no,no,,,no,,,no,,yes,"500","0",,"6000",,,,,,"0",,,,"18000",,"0",,mixed,no,mgcsd,,,,yes,,,yes,,"2",day_school,,,,yes,no,,,,no,,no,no,no,,,Martha Wangui kimari,,,,,,"50","26","24",,"2","2","0","2","2","0",,"0",,,,,pre_primary,,,,never,,,,node/9166960717,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627629608212.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627629640613.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627629929760.jpg,,,,,,,,,,,,mathare,Marakim Preparatory Cottage,,,,individual,,,individual,,,outside_public_arranged,Huruma ground,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.87843 -1.258732))",2021/10/12,muindre,"foot,small_cars,big_vehicles",,,,school,,,,"1","3","0",,cement_block,iron_sheet,,,,,,,,"0711798604",,,,,,,,2_6_3_3_3,,no,,,no,no,,,no,,,no,,yes,"500","0",,,"6000","6000",,,,"0",,,,"18000",,"0",,mixed,no,mgcsd,,,,yes,,"0",yes,,"3",day_school,,,,yes,no,,,,no,,no,no,no,,,Martha Wangui Kimari,,,,,,"15","9","6",,"2","2","0","2","1","0",,"0",,,,,primary,,,,never,,,,node/9166969517,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627629597402.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627629957881.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627630175461.jpg,,,,,,,,,,,,mathare,Markim Preparatory Cottage,,,,individual,,,individual,,,outside_public_arranged,Huruma grounds,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.872265 -1.256514))",2021/10/12,Peter Agenga,"small_cars,big_vehicles,foot",,,,school,,,,"1","30","6",,"cement_block,concrete",concrete,,,,71484-00622,robert.Kiio@mohiafrica.org,,,"0719141733",,,,,no,"0",,"8_4_4,2_6_3_3_3",none,yes,,,yes,yes,,,yes,,,yes,,sponsored,"0","0",,,,,,,,"0",,Commitment fee is there but not exam fee. And again for trip it depends to where they are going,,,,"0",,mixed,no,apbet,,,,yes,,"248.26",yes,,"23",day_school,,,,yes,yes,sponsored,,,yes,none,yes,yes,yes,,,Robert Kiio,,,,,,"801","425","376",,"29","22","7","29","29",,"0","0",,,no,"0",primary,,,,always,,,,node/9166970896,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627462979385.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627463033436.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627463203125.jpg,,,,,,,,,,,,mathare,Missions of Hope Madoya Centre,,,,Missions of Hope International,,,religious,,,outside_public_arranged,huruma sports ground and sunflower academy in Kariobangi,,,,,,,,,,,,,,,,,,,yes,"5",,"15",yes,"10",,,,,,,water_tank,
"MULTIPOINT ((36.878279 -1.259258))",2021/10/12,muindre,"small_cars,big_vehicles,foot",,,,school,,,,"4","8","0",,"concrete,cement_block",iron_sheet,,,,30861-00100,mcdc-1995@yahoo.com,,,"0715474511",,,,,,,,"8_4_4,2_6_3_3_3",,yes,,,no,no,,,yes,,,yes,,sponsored,"300","0",,,,,,,,"0",,,,,,"0",,mixed,no,in_the_process,apbet,,,yes,,"278",yes,,"14",day_school,,,,yes,yes,school_fees,,,yes,,no,yes,no,,,Eliakim Miena,,,,,,"336","153","183",local_ngos,"17","12","5","17","17","0",,"0",,,,,primary,,,,always,,,,node/9166997017,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627630833585.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627630587432.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627630953222.jpg,,,,,,,,,,playground,,mathare,KAG Mathare Child Development Center,,,,CBO,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,"2",,"4",yes,"8",,,,,,,tap,
"MULTIPOINT ((36.871974 -1.255176))",2021/11/24,muindre,foot,,,,school,,,,"1","7","0",,"wood,iron_sheet,concrete",iron_sheet,,,,,,,,"0741113848",,,,,no,"0",,"8_4_4,2_6_3_3_3",none,no,,,yes,yes,,none,yes,,,no,,yes,"300","200",,,"7500","9000",,,,"900",,"200 assessment, 200 portfolio, 200 activity fee.",,"7350",,"400",,mixed,no,,,,,no,,"0",yes,,"7",day_school,,,,yes,central_feeding,,,,no,none,no,no,yes,,,Caroline Achieng,,,,,,"165","106","59",,"7","5","2","7","0",,"0","0",,,no,"0",primary,,,,always,,,,node/9167037538,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627461107472.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627461129116.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627461218799.jpg,,,,,,,,,,playground,,mathare,Carol Angels Education centre,,,,Caroline Achieng,,,private_for_profit,,,,,,,,,,,,,,,,,,,,,,,yes,"1",,"3",yes,"2",,,,,,,water_tank,
"MULTIPOINT ((36.878457 -1.259318))",2021/10/12,muindre,"foot,big_vehicles,small_cars",,,,school,,,,"1","5","0",,"wood,iron_sheet",ironsheet,,,,30861-00100,mcdc-1995@yahoo.com,,,"0715474511",,,,,,,,"8_4_4,2_6_3_3_3",,yes,,,no,no,,,yes,,,yes,,sponsored,"200","0",,,,,,,,"0",,,,,,"0",,mixed,no,in_the_process,apbet,,,yes,,"0",yes,,"5",day_school,,,,yes,yes,school_fees,,,yes,,no,yes,no,,,Eliakim Miena,,,,,,"174","86","88",local_ngos,"5","5","0","5","5","0",,"0",,,,,pre_primary,,,,always,,,,node/9167044817,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627630940609.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627630643881.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627631066186.jpg,,,,,,,,,,playground,,mathare,KAG Mathare Child Development Centre,,,,KAG,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,"1",,"2",yes,"2",,,,,,,tap,
"MULTIPOINT ((36.871982 -1.25515))",2021/10/12,Peter Agenga,"small_cars,foot",,,,school,,,,"1","6","0",,"cement_block,iron_sheet",iron_sheet,,,,,,,,"0741113848",,,,,no,"0",,"8_4_4,2_6_3_3_3",none,no,,,yes,yes,,none,yes,,,no,,yes,"300","200",,"6300",,,,,,"900",,"Activity fee 200, Portfolio fee 200, assessment fee 200",,"6300",,"400",,mixed,no,mgcsd,,,,no,,"0",yes,,"6",day_school,,,,yes,central_feeding,,,,no,none,no,no,yes,,,Caroline Achieng,,,,,,"185","106","79",,"6","6","0","6","0",,"0","0",,,no,"0",pre_primary,,,,always,,,,node/9167045308,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627461012812.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627461066118.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627461207226.jpg,,,,,,,,,,playground,,mathare,Carol Angel Education Centre,,,,Caroline Achieng,,,individual,,,,,,,,,,,,,,,,,,,,,,,yes,"2",,"3",yes,"2",,,,,,,water_tank,
